time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,year,month,day,weather_main,wastage
2015-September-26,12145,19747,0,110673,141252,7254,0,0,0,0,5490,12838,39877,0,158197,1915,1734,37277,6309,0,40407,35638,0,40484,603779,599157,50.46458333,58.12375,293.7871034,1017.583333,64.11666667,2015,September,269,clouds,366702.7388
2015-September-27,12043,118,0,107157,117879,7254,0,0,0,0,14107,12366,28832,0,143881,1934,1643,41295,5925,0,88207,40868,0,88765,549583,553847,45.985,54.73708333,293.2601903,1019.394435,63.31914894,2015,September,270,clouds,324317.2188
2015-September-28,12008,11471,0,115317,152827,9065,0,0,0,0,7905,11885,47583,0,144074,1931,1598,32966,5646,0,103563,33790,0,103992,667140,665318,51.84708333,60.11708333,292.817039,1020.276527,65.20257235,2015,September,271,clouds,339421.0525
2015-September-29,12033,20345,0,122094,164410,9853,0,0,0,0,4055,12646,61248,0,144137,1942,1561,24817,5331,0,71617,27020,0,71854,674681,673855,54.01458333,61.64125,291.9249807,1017.470588,71.97832817,2015,September,272,clouds,328609.5038
2015-September-30,12452,19886,0,119868,171815,9496,0,0,0,0,2846,12703,66618,0,146206,2040,1673,38999,5981,0,46539,33847,0,46946,680067,679359,55.86375,64.50958333,292.5042966,1017.279743,68.95016077,2015,September,273,clouds,385831.8179
2015-October-01,12694,20964,0,129053,168362,7215,0,0,0,0,12656,22313,60935,0,170122,1958,1750,23496,5358,0,95455,24301,0,94236,683307,691070,57.12333333,65.50708333,291.9121558,1020.354227,65.57434402,2015,October,274,clouds,350986.9525
2015-October-02,11005,21414,0,146374,176018,8440,0,0,0,0,9336,30857,107082,0,161972,2005,1644,15490,4713,0,86022,18506,0,90193,819406,735572,59.94708333,64.88333333,292.2871042,1017.075,63.65833333,2015,October,275,clouds,305795.15
2015-October-03,11616,20307,0,115970,135758,7690,0,0,0,0,5614,37258,131485,0,167709,1922,1539,48462,3738,0,31735,46592,0,32140,705969,705423,53.84458333,57.97541667,292.355631,1015.781679,68.18778626,2015,October,276,clouds,216712.1075
2015-October-04,9540,10757,0,112077,115253,8376,0,0,0,0,5811,31785,84890,0,162555,1083,1581,28761,3580,0,94330,28855,0,94809,673908,674064,55.9375,47.31791667,293.0529328,1017.37299,69.7170418,2015,October,277,clouds,169398.1417
2015-October-05,10235,2133,0,100058,74634,6683,0,0,0,0,19681,25826,85566,0,120890,1990,1692,54845,3861,0,107578,49411,0,107792,571988,565481,42.64583333,50.8275,295.9972068,1015.255708,66.68493151,2015,October,278,clouds,196244.9775
2015-October-06,11711,22835,0,128071,158204,8059,0,0,0,0,1690,18411,67639,0,121978,2076,1861,31728,5862,0,110091,36441,0,110429,711807,723218,57.82875,56.03166667,294.4222256,1013.094926,63.99018003,2015,October,279,clouds,328457.63
2015-October-07,12269,21500,0,175007,178926,9528,0,0,0,0,4297,15542,49617,0,143566,2052,1626,59551,6466,0,96989,57839,0,96307,784399,772160,61.75875,66.72208333,291.8054583,1017.741667,68.64166667,2015,October,280,clouds,431424.9908
2015-October-08,13117,19651,0,152868,166155,8361,0,0,0,0,2853,14600,45458,0,161314,2007,1556,40882,6386,0,60115,41932,0,61299,693605,692708,61.04791667,64.68583333,290.7640385,1017.04419,73.10474632,2015,October,281,clouds,413083.7317
2015-October-09,13096,21341,0,137250,174268,8090,0,0,0,0,2649,13736,52211,0,161489,1995,1652,41255,5838,0,40037,38436,0,40506,683074,682458,59.11375,64.71416667,290.2407449,1013.993453,72.45335516,2015,October,282,clouds,377801.305
2015-October-10,13535,7233,0,113535,109461,6097,0,0,0,0,9718,13984,33250,0,126109,1984,1743,20640,5808,0,73343,22067,0,73138,586617,587114,48.86458333,57.44416667,290.9408965,1009.756714,72.74723539,2015,October,283,clear,333635.72
2015-October-11,13224,22323,0,149040,172220,9117,0,0,0,0,4133,17704,72648,0,123054,2132,1713,30815,5942,0,33164,30458,0,33378,675659,677767,59.63916667,57.69166667,291.9455796,1007.477654,77.63128492,2015,October,284,clouds,342803.8833
2015-October-12,12797,20062,0,212261,160197,9252,0,0,0,0,8526,16301,51992,0,145866,2171,1787,11573,5533,0,68308,11670,0,68482,733514,726793,62.41083333,58.14041667,292.3154019,1010.284566,77.89228296,2015,October,285,clouds,321690.9254
2015-October-13,12800,5708,0,114635,123422,7617,0,0,0,0,11618,14358,39567,0,142852,2226,1629,16249,5351,0,157940,17281,0,157562,672852,657010,50.12708333,59.70583333,289.9216667,1013.616667,81.11666667,2015,October,286,clouds,319485.9142
2015-October-14,13141,5781,0,115763,135380,8694,0,0,0,0,7778,13054,34509,0,143094,2132,1610,34916,5164,0,168776,32692,0,168979,664336,663027,49.94166667,59.43041667,288.3730852,1014.041667,72.56666667,2015,October,287,clouds,306898.6717
2015-October-15,12957,19436,0,139275,167518,7427,0,0,0,0,3409,13114,62293,0,143379,2102,1669,40533,5226,0,60702,39387,0,61040,668921,663082,55.42833333,64.2875,287.4040417,1015.016667,65.86666667,2015,October,288,clear,335966.475
2015-October-16,13255,20389,0,141116,174303,7572,0,0,0,0,1484,12752,73332,0,137376,2117,1704,25402,5360,0,37211,27565,0,37146,660721,666021,57.68166667,66.12291667,288.3531225,1015.51551,69.75923191,2015,October,289,clouds,354418.8333
2015-October-17,13483,101,0,107398,89374,5805,0,0,0,0,13795,11965,28545,0,119227,2062,1703,14470,5245,0,150618,16800,0,151051,588462,599262,44.83583333,54.46958333,290.0632536,1014.016667,77.64166667,2015,October,290,clouds,285692.9646
2015-October-18,13569,0,0,118667,98641,5785,0,0,0,0,14841,11827,45313,0,119156,1993,1603,8694,5360,0,74513,9857,0,74630,548634,552519,49.73541667,60.49208333,292.1548501,1011.87725,83.26841244,2015,October,291,clouds,324237.5667
2015-October-19,13627,17257,0,128257,144386,8088,0,0,0,0,8398,12941,68791,0,119152,2076,1565,12140,6115,0,114483,11300,0,114795,666836,667919,54.48083333,64.22166667,291.2499034,1011.44206,86.22746781,2015,October,292,clouds,392715.4917
2015-October-20,12691,15131,0,105810,121344,7348,0,0,0,0,17413,14031,27088,0,120140,2110,1736,12149,6351,0,241046,13902,0,239817,677190,674902,46.93916667,57.27125,290.0888063,1015.876206,78.56430868,2015,October,293,clouds,363729.7088
2015-October-21,11266,18157,0,113851,124836,7178,0,0,0,0,13863,13501,33806,0,132890,2108,1833,31329,6550,0,189609,31201,0,189370,676369,670382,49.07125,58.77375,288.495075,1018.508333,71.34166667,2015,October,294,clouds,384968.0625
2015-October-22,11802,12353,0,119002,144097,8901,0,0,0,0,8173,12984,38990,0,143144,2113,1815,40350,6434,0,137566,37446,0,137453,676417,667868,51.98833333,61.86,288.4796727,1020.556465,68.65793781,2015,October,295,clear,398007.24
2015-October-23,12978,13729,0,130214,159674,9900,0,0,0,0,5387,12917,78320,0,143707,2057,1812,18602,6661,0,55997,23386,0,56223,666312,668915,56.64375,65.99708333,288.8633247,1019.869775,72.59163987,2015,October,296,clear,439606.5721
2015-October-24,12752,13029,0,108556,150551,7879,0,0,0,0,8231,12276,51239,0,143752,2041,1780,8712,6342,0,56370,9496,0,56846,591578,593197,50.66708333,59.98583333,290.0488662,1018.883333,77.94166667,2015,October,297,clouds,380430.155
2015-October-25,12408,10705,0,102789,119213,7524,0,0,0,0,26023,11496,26495,0,143428,2048,1708,16310,6384,0,87113,16653,0,86866,548801,549047,44.16333333,55.26666667,290.7100417,1019.666667,79,2015,October,298,clouds,352822.4
2015-October-26,12639,12227,0,128826,132779,9069,0,0,0,0,11954,12021,40446,0,143070,2042,1694,9631,6173,0,127270,9322,0,127646,666705,664140,49.15958333,59.54208333,291.2010475,1013.611521,82.94239291,2015,October,299,clouds,367553.2804
2015-October-27,12385,5468,0,108770,128220,7712,0,0,0,0,11848,13821,37824,0,142879,1989,1705,16216,6266,0,184469,16880,0,183876,673769,677133,46.97333333,56.55375,290.6090151,1012.573955,80.53054662,2015,October,300,clouds,354365.7975
2015-October-28,11985,5350,0,101651,123158,6702,0,0,0,0,17890,16040,31541,0,142943,2110,1673,16332,6205,0,238354,17151,0,237486,675594,676837,43.07625,53.35833333,289.7335516,1015.448445,67.72013093,2015,October,301,clouds,331088.4583
2015-October-29,11624,5667,0,127975,136133,6909,0,0,0,0,11698,18295,48177,0,142858,2076,1710,28387,6335,0,136844,27493,0,137271,675165,676461,50.45541667,60.325,290.5421542,1018.45,69.83333333,2015,October,302,clear,382158.875
2015-October-30,13001,0,0,101171,115143,7614,0,0,0,0,8923,18262,39562,0,135587,1960,1725,31243,6246,0,164314,28806,0,163692,672467,670250,46.32625,56.04041667,290.709625,1018.05,73.53333333,2015,October,303,clear,350028.4425
2015-October-31,12861,713,0,101878,120994,5672,0,0,0,0,16723,17228,42219,0,123019,1949,1693,16015,6336,0,138410,17203,0,139700,601562,600199,45.88291667,55.89458333,290.8335667,1019.433333,75.85833333,2015,October,304,clouds,354148.08
2015-November-01,12405,12439,0,112450,130271,6637,0,0,0,0,36855,20982,45100,0,170093,1968,1727,21802,5866,0,144474,22317,0,143717,644475,641526,46.75041667,45.27666667,290.6620471,1020.266667,71,2015,November,305,clouds,265592.9267
2015-November-02,11052,22337,0,173405,185489,8847,0,0,0,0,10228,31707,119227,0,170494,2084,1747,16580,5063,0,63547,16627,0,63987,807644,804602,63.61458333,56.9925,289.5556494,1013.007874,81.41102362,2015,November,306,clouds,288553.0275
2015-November-03,12335,19132,0,113647,131825,7487,0,0,0,0,9412,37910,124976,0,169429,1986,1600,50866,3441,0,48009,47662,0,48110,700356,701647,48.66291667,59.02958333,288.8550592,1017.579779,81.46129542,2015,November,307,clouds,203120.7963
2015-November-04,9332,13940,0,112362,116354,7736,0,0,0,0,4115,30848,71813,0,159515,1036,1615,25722,3841,0,44899,25599,0,45119,597285,610738,49.91125,60.44833333,289.7133674,1020.818331,80.47299509,2015,November,308,clouds,232182.0483
2015-November-05,10491,21363,0,113186,111137,8386,0,0,0,0,5512,27814,91840,0,120920,2061,1634,56843,4483,0,82019,54361,0,82465,679968,672195,52.73458333,59.67041667,290.541692,1022.132018,78.83915023,2015,November,309,clouds,267502.4779
2015-November-06,11105,21923,0,137522,160013,8021,0,0,0,0,1801,19469,71287,0,120939,2069,1835,21117,6304,0,87026,26617,0,87859,706937,704323,60.69083333,62.93958333,290.5024583,1024.925,80.13333333,2015,November,310,clear,396771.1333
2015-November-07,12163,22300,0,124604,168512,7766,0,0,0,0,7324,14300,41501,0,144768,2091,1648,61855,6418,0,93804,59065,0,94172,706531,692564,56.05625,59.54416667,290.5455333,1026.158333,78.05833333,2015,November,311,clear,382154.4617
2015-November-08,12787,22251,0,147495,174140,7810,0,0,0,0,1698,14457,46098,0,159961,2047,1617,39265,6377,0,73222,41244,0,73861,716335,708817,61.93166667,54.51583333,289.7681308,1027.854489,77.09597523,2015,November,312,clear,347647.4692
2015-November-09,12606,19216,0,122529,156663,8834,0,0,0,0,2192,12978,32195,0,163961,1987,1627,44933,5681,0,73944,42644,0,73931,656043,654907,55.34208333,68.24875,288.957875,1030.991667,80.31666667,2015,November,313,clear,387721.1488
2015-November-10,13197,1244,0,124536,92841,5390,0,0,0,0,11862,13219,31978,0,132325,1983,1686,14105,5894,0,54978,13756,0,55169,543680,547119,47.40625,68.45125,288.0194503,1028.226891,81.67507003,2015,November,314,clear,403451.6675
2015-November-11,13114,16476,0,154441,175402,9144,0,0,0,0,5083,17850,79327,0,122178,2064,1791,30728,6067,0,19381,29782,0,19503,678336,680469,60.00375,68.255,287.7833,1025.341667,81.26666667,2015,November,315,clear,414103.085
2015-November-12,13383,22242,0,211772,167985,9638,0,0,0,0,7360,16023,49051,0,145204,2178,1810,11675,5495,0,54757,12363,0,54687,735607,730865,62.51416667,68.54708333,287.0275442,1025.138264,79.07073955,2015,November,316,clear,376666.2229
2015-November-13,12825,21862,0,118125,170239,9807,0,0,0,0,4288,16333,62347,0,121149,2005,1794,27322,6365,0,63943,27624,0,64224,679650,677998,54.62416667,63.41791667,287.7358,1029.35,79.36666667,2015,November,317,clouds,403655.0396
2015-November-14,13137,18115,0,106122,149189,7180,0,0,0,0,12198,13929,40943,0,122140,1991,1773,27784,6467,0,60029,27476,0,60479,600317,600214,50.40958333,59.60833333,287.6577583,1030.616667,79.31666667,2015,November,318,clear,385487.0917
2015-November-15,13084,11396,0,110109,141874,7136,0,0,0,0,13068,13420,45682,0,127158,2069,1652,26097,6428,0,41870,26308,0,41833,554718,558015,48.17083333,59.19,286.2837167,1025.025,78.925,2015,November,319,clear,380473.32
2015-November-16,12981,18990,0,138404,161091,8933,0,0,0,0,9097,15477,65844,0,131857,2092,1677,25664,6474,0,61051,26080,0,60883,676625,676651,56.93541667,66.03291667,285.2860149,1022.914596,79.06832298,2015,November,320,clear,427497.1025
2015-November-17,11359,20813,0,143902,163161,9356,0,0,0,0,7194,14906,64819,0,135604,2082,1723,24358,6094,0,79306,26081,0,78932,687127,696641,56.4,64.63958333,285.845356,1024.487725,74.63011457,2015,November,321,clear,393913.6208
2015-November-18,10787,21352,0,147360,165703,9521,0,0,0,0,3042,15113,81538,0,142079,1982,1804,25519,6209,0,48882,25074,0,49168,695370,696984,58.20416667,66.76458333,286.1442859,1026.883333,72.825,2015,November,322,clear,414541.2979
2015-November-19,11493,20593,0,149784,165490,9392,0,0,0,0,3610,14575,69958,0,145559,1884,1835,24703,6234,0,58767,22999,0,58732,695140,694056,58.07458333,66.19416667,286.9921208,1028.533333,76.00833333,2015,November,323,clear,412654.435
2015-November-20,11837,16076,0,102165,121495,9089,0,0,0,0,7664,14481,36792,0,144810,1990,1824,21455,6239,0,189213,22647,0,187222,688657,693291,48.37666667,57.06458333,288.1348208,1026.116667,68.40833333,2015,November,324,clear,356025.9354
2015-November-21,10868,0,0,74757,32168,6295,0,0,0,0,42581,14779,33061,0,144093,2035,1584,14392,6126,0,338796,14692,0,338651,622480,625811,28.68375,38.18875,287.2745875,1014.1,61.89166667,2015,November,325,clouds,233944.2825
2015-November-22,11743,888,0,96440,46325,6244,0,0,0,0,32573,17008,35266,0,146044,2074,1452,20269,6247,0,184904,21570,0,185783,594506,588613,38.915,49.33791667,282.4036875,1014.033333,65.21666667,2015,November,326,clouds,308213.9654
2015-November-23,13178,19530,0,166845,127912,8603,0,0,0,0,10871,18898,81140,0,146063,2200,1543,27776,6363,0,127624,26151,0,128447,728961,725824,58.56375,68.18041667,280.8844826,1018.252765,69.00473934,2015,November,327,clouds,433831.9912
2015-November-24,13058,21508,0,163221,160935,9446,0,0,0,0,8892,18125,70266,0,146132,2158,1645,25109,6415,0,138219,23455,0,137972,745485,755923,59.3475,67.90333333,281.6402528,1025.57346,66.12322275,2015,November,328,clear,435599.8833
2015-November-25,13789,17278,0,97672,142575,9428,0,0,0,0,16559,18464,33585,0,146063,2121,1715,20820,5809,0,283830,19296,0,282712,746274,748587,50.7675,58.93458333,285.3992208,1021.375,70.64166667,2015,November,329,clear,342350.9946
2015-November-26,13283,16574,0,99483,157823,9203,0,0,0,0,17111,19352,26955,0,146190,2120,1687,25292,5678,0,272569,23875,0,272160,734826,740918,50.05541667,57.86291667,286.3748674,1018.180064,67.47427653,2015,November,330,clear,328545.6408
2015-November-27,11381,18186,0,119060,164892,9593,0,0,0,0,11864,20153,46571,0,146242,2175,1746,26744,5717,0,172762,22830,0,172864,727555,728144,54.77541667,62.85458333,285.9980055,1017.030016,71.60189573,2015,November,331,clear,359339.6529
2015-November-28,11019,11455,0,92443,153902,7531,0,0,0,0,27096,18810,29225,0,146248,2122,1703,27352,5682,0,147091,24798,0,147539,645689,651996,47.18666667,55.35958333,284.5495083,1022.358333,72.49166667,2015,November,332,clear,314553.1525
2015-November-29,11069,11192,0,115580,147399,7478,0,0,0,0,30271,18048,34129,0,146256,2103,1523,29446,5770,0,70450,26933,0,70333,603583,607329,49.65916667,59.23,282.7119458,1031.575,64.325,2015,November,333,clear,341757.1
2015-November-30,11755,19868,0,189011,164352,9203,0,0,0,0,13105,19423,69052,0,137141,2165,1601,28039,5585,0,54401,26766,0,54417,731031,736610,60.12958333,69.50541667,282.1846625,1033.6,73.34166667,2015,November,334,clear,388187.7521
2015-December-01,12670,20509,0,133017,162854,7297,0,0,0,0,9879,22479,71528,0,170435,1891,1661,20163,6409,0,143247,19525,0,141636,759652,762998,58.82958333,73.92916667,281.5958292,1031.025,74.8,2015,December,335,clear,473812.0292
2015-December-02,10370,21722,0,164676,178968,8678,0,0,0,0,7897,29777,115839,0,163480,1982,1699,18023,4919,0,44592,16018,0,46065,803144,759149,64.66375,74.79083333,282.3111958,1029.05,72.75,2015,December,336,clear,367896.1092
2015-December-03,12653,15149,0,115488,105614,7503,0,0,0,0,8220,37673,107785,0,169980,1950,1650,48146,3595,0,81188,47671,0,79506,693296,696217,46.71208333,69.99708333,283.6022607,1029.116667,71.45833333,2015,December,337,clear,251639.5146
2015-December-04,9125,1222,0,94442,60527,6421,0,0,0,0,39593,28684,40852,0,167398,1010,1439,37838,3627,0,144840,39197,0,143235,559940,564635,33.28291667,72.62041667,284.0232625,1033.075,77.325,2015,December,338,clear,263394.2513
2015-December-05,11447,22844,0,118970,120064,8999,0,0,0,0,4742,27025,98279,0,120958,2033,1645,52446,4854,0,80901,55275,0,80642,693154,690957,53.10833333,67.1825,284.676175,1030.95,78.28333333,2015,December,339,clear,326103.855
2015-December-06,11142,22755,0,121915,167613,8022,0,0,0,0,1565,20551,63484,0,121525,2117,1840,33487,6637,0,67949,35499,0,68033,686699,683433,58.17416667,58.58833333,284.9721543,1028.747588,76.59003215,2015,December,340,clear,388850.7683
2015-December-07,12702,22639,0,116996,160632,7306,0,0,0,0,11693,14326,34675,0,150404,2105,1579,62910,6544,0,69375,60270,0,69995,642374,637591,52.4375,57.555,284.9077167,1028.991667,78.95,2015,December,341,clear,376639.92
2015-December-08,12736,21495,0,142372,176787,7917,0,0,0,0,3578,13947,38176,0,157933,1985,1625,32663,6324,0,87277,39017,0,87171,717385,713964,58.98875,63.1175,285.4696055,1031.583333,81.59166667,2015,December,342,clouds,399155.07
2015-December-09,12972,17293,0,105261,125031,7660,0,0,0,0,6741,13660,34174,0,164212,1914,1631,29882,5797,0,92977,31477,0,92286,601057,606339,51.43375,69.11083333,285.4831995,1034.55,79.80833333,2015,December,343,clouds,400635.5008
2015-December-10,12966,633,0,119780,100347,5385,0,0,0,0,11912,14174,33440,0,141318,2074,1652,16847,5890,0,105094,15965,0,104804,546128,558797,48.51583333,71.82083333,284.2209755,1032.707038,80.84451718,2015,December,344,clouds,423024.7083
2015-December-11,12710,17822,0,159209,173916,9511,0,0,0,0,5133,17420,75954,0,122177,2163,1824,28387,6579,0,29054,28573,0,29155,678604,683848,60.35166667,70.5525,284.2454501,1031.581015,78.82324059,2015,December,345,clouds,464164.8975
2015-December-12,12946,22301,0,154709,173016,7797,0,0,0,0,10605,15171,37803,0,146214,2120,1767,10641,5954,0,51282,11333,0,51475,665442,663958,60.18958333,67.165,283.9688542,1026.125,79.15,2015,December,346,clouds,399900.41
2015-December-13,12625,16702,0,107796,147594,7597,0,0,0,0,26201,12767,17322,0,150250,2031,1661,8212,5873,0,102154,9153,0,101957,613071,621809,46.32458333,55.6575,283.6775003,1021.25,79.68333333,2015,December,347,clouds,326876.4975
2015-December-14,12589,19629,0,128838,160386,8664,0,0,0,0,19076,14232,33985,0,154055,2117,1631,7250,5863,0,177589,7512,0,177789,734932,743553,52.35875,61.47458333,284.8045141,1020.941667,72.39166667,2015,December,348,clear,360425.4821
2015-December-15,12177,18581,0,104833,161367,9233,0,0,0,0,20118,15925,36269,0,154506,2151,1724,15122,5801,0,180185,15646,0,179844,747066,744463,50.315,59.22041667,286.1151169,1025.725,67.59166667,2015,December,349,clear,343537.6371
2015-December-16,12177,19098,0,143213,160923,9680,0,0,0,0,15817,15860,40582,0,156268,2130,1793,14899,5644,0,129975,14954,0,129808,738639,736128,55.78458333,64.76125,285.9567419,1029.575,67.81666667,2015,December,350,clear,365512.495
2015-December-17,12479,19822,0,136221,164287,9749,0,0,0,0,9847,16060,44041,0,160405,2142,1770,12565,5792,0,121284,12248,0,121221,731973,733198,55.73833333,64.36541667,284.9132875,1027.825,70.5,2015,December,351,clear,372804.4933
2015-December-18,12978,18909,0,138541,164360,9591,0,0,0,0,8687,16629,48325,0,158814,2092,1810,14790,5475,0,108519,14714,0,108658,728389,718138,55.84333333,64.2075,284.7452292,1027.275,72.95833333,2015,December,352,clear,351536.0625
2015-December-19,12688,95,0,89250,148827,7610,0,0,0,0,19405,13685,21478,0,154466,2051,1774,20751,5640,0,146248,20214,0,146178,645502,654187,47.21708333,55.56041667,285.0847917,1023.741667,70.06666667,2015,December,353,clear,313360.75
2015-December-20,12691,1363,0,119719,136337,6932,0,0,0,0,25590,14154,28762,0,165520,2089,1693,11918,5511,0,115796,11976,0,115881,605875,607115,46.19541667,56.43083333,284.8892717,1024.232406,74.69558101,2015,December,354,clouds,310990.3225
2015-December-21,13114,13156,0,155971,142517,9109,0,0,0,0,6416,15629,52407,0,170132,2123,1728,17103,5600,0,95513,17021,0,95010,734741,707580,56.90083333,65.61041667,283.8457667,1030.766667,76.08333333,2015,December,355,clear,367418.3333
2015-December-22,12163,13075,0,138445,132885,9430,0,0,0,0,10592,15581,42772,0,170283,2131,1796,18187,5111,0,141447,19333,0,141941,729035,714590,55.03875,63.93083333,283.6155167,1031.891667,73.725,2015,December,356,clear,326750.4892
2015-December-23,11338,13794,0,154327,146040,9726,0,0,0,0,5004,16719,59618,0,170290,2085,1841,13477,4356,0,62615,14589,0,62975,715696,699394,57.00083333,65.59375,283.2860833,1029.7,78.26666667,2015,December,357,clear,285726.375
2015-December-24,9381,124,0,96354,127512,7335,0,0,0,0,19425,15669,26786,0,170410,1604,1892,12708,4528,0,111533,13786,0,111541,616255,611454,48.31416667,58.48583333,283.8685167,1028.383333,76.6,2015,December,358,clouds,264823.8533
2015-December-25,9223,0,0,104027,71986,4447,0,0,0,0,34869,12596,18085,0,170469,1011,1809,18036,4692,0,97058,18095,0,96882,526885,522733,45.16208333,57.30541667,283.2721667,1030.975,78.26666667,2015,December,359,clear,268877.015
2015-December-26,10463,0,0,107275,54950,5889,0,0,0,0,35992,12743,29904,0,170439,1013,1660,15905,4452,0,153288,16242,0,152700,570985,579874,41.70083333,53.05416667,282.73755,1031.15,76.64166667,2015,December,360,clear,236197.15
2015-December-27,10087,0,0,84684,32072,6031,0,0,0,0,47154,12458,25742,0,170403,972,1570,14004,4348,0,216300,14402,0,215314,564269,572717,28.14125,40.46958333,283.82975,1028.808333,72.76666667,2015,December,361,clear,175961.7483
2015-December-28,10265,0,0,89375,43198,7857,0,0,0,0,24065,15537,34322,0,169923,1055,1631,9212,4314,0,268352,9849,0,267903,678331,658883,36.1125,48.38958333,285.2439542,1026.183333,74.275,2015,December,362,clouds,208752.6625
2015-December-29,9829,5277,0,105335,89969,8671,0,0,0,0,17135,17139,52828,0,170209,1042,1757,13154,4314,0,146048,11532,0,146771,679946,653347,46.97625,57.29541667,285.1404779,1029.020537,78.74565561,2015,December,363,clouds,247172.4275
2015-December-30,9469,0,0,96633,77731,8669,0,0,0,0,18771,16333,29045,0,170250,1181,1798,14557,3516,0,193313,14986,0,192790,653288,649212,40.40916667,51.45416667,284.4763583,1025.783333,75.20833333,2015,December,364,clouds,180912.85
2015-December-31,9254,0,0,113494,83309,6931,0,0,0,0,19506,17546,49990,0,169989,1200,1876,6302,2763,0,106921,5957,0,107305,599951,598207,48.18708333,58.64166667,285.2433211,1024.649485,84.40353461,2015,December,365,clouds,162026.925
2016-January-01,9179,0,0,88786,28660,4991,0,0,0,0,52729,15637,24960,0,168530,2027,1640,8929,2830,0,206460,7706,0,205469,522422,524631,26.92375,39.94083333,285.9220853,1020.725118,83.38388626,2016,January,1,clouds,113032.5583
2016-January-02,12274,14858,0,120216,125135,9253,0,0,0,0,10387,24514,115022,0,147308,2175,1724,28510,5530,0,78602,27131,0,79888,729302,721426,43.56625,42.24041667,285.0662889,1019.880524,72.04909984,2016,January,2,clouds,233589.5042
2016-January-03,11706,0,0,91459,52844,7320,0,0,0,0,8364,35647,154087,0,170498,2217,1750,45620,4989,0,187721,42806,0,187620,755263,748048,29.395,30.70208333,284.6387101,1014.318841,75.65797101,2016,January,3,clouds,153172.6938
2016-January-04,10673,0,0,103415,32719,8507,0,0,0,0,11308,42437,139443,0,168278,1220,1999,52211,3660,0,153521,50910,0,155021,703846,697713,32.45625,42.0225,286.2748336,1005.075851,77.87925697,2016,January,4,clouds,153802.35
2016-January-05,5598,0,0,69426,22716,4787,0,0,0,0,54792,33526,99822,0,123075,266,1563,62393,5447,0,213922,59785,0,213278,543451,532014,14.3025,42.1325,283.0328125,1006.641667,66.68333333,2016,January,5,clouds,229495.7275
2016-January-06,7853,654,0,103501,42857,7273,0,0,0,0,4859,35608,82572,0,146431,311,2168,65406,6211,0,133282,63860,0,133001,673439,671970,37.7575,27.47583333,282.0073833,1013.491667,68.85,2016,January,6,clouds,170652.4008
2016-January-07,8009,13163,0,144788,126490,7343,0,0,0,0,1814,24396,63309,0,164327,1214,2177,59216,6181,0,65297,58634,0,65038,736418,735381,43.23875,38.78291667,287.1409807,1012.53537,74.32958199,2016,January,7,clouds,239717.2079
2016-January-08,9228,16073,0,127479,123851,6453,0,0,0,0,2865,19030,56006,0,167089,1335,2088,57578,7311,0,93297,55764,0,93908,725829,731933,42.84708333,43.3975,287.7333715,1010.109656,75.69067103,2016,January,8,clouds,317279.1225
2016-January-09,8968,20422,0,139726,150275,7505,0,0,0,0,876,16787,55823,0,166667,1351,2058,47866,7697,0,84789,46056,0,85735,752458,754541,42.93458333,36.37583333,286.5405305,1008.28135,72.10932476,2016,January,9,clouds,279984.7892
2016-January-10,8499,12899,0,112325,112906,5765,0,0,0,0,1661,9892,29766,0,166002,1272,2125,38355,7578,0,56161,39094,0,56695,608807,609098,44.09916667,21.44458333,286.9821682,1007.990521,70.44549763,2016,January,10,clouds,162507.0525
2016-January-11,8015,14547,0,112590,129463,6913,0,0,0,0,21544,10450,33602,0,143805,1405,2130,19096,7373,0,61032,19659,0,61429,554260,562658,50.58208333,35.87333333,286.6121689,1010.019787,69.66818874,2016,January,11,clouds,264494.0867
2016-January-12,8619,20581,0,248173,163881,6697,0,0,0,0,5480,20107,76126,0,121717,1553,2103,7535,7075,0,73296,7513,0,74740,746422,750802,63.88666667,46.02458333,283.2772186,1021.049839,72.64630225,2016,January,12,clouds,325623.9271
2016-January-13,10412,0,0,117261,93517,9406,0,0,0,0,28255,26789,138104,0,143883,2164,1808,18456,4751,0,141797,16979,0,140294,755208,760649,40.00791667,48.28583333,281.38955,1023.55,74.34166667,2016,January,13,clear,229405.9942
2016-January-14,10972,0,0,130333,96499,9419,0,0,0,0,32334,27699,137828,0,146169,2178,1833,6094,4623,0,178807,8427,0,180961,755792,765684,37.31041667,46.09791667,283.4709716,1018.377567,79.59399684,2016,January,14,clouds,213110.6687
2016-January-15,11678,0,0,116405,82544,9513,0,0,0,0,31945,28522,124957,0,146085,2160,1918,13039,4783,0,213082,11827,0,213155,765302,761246,39.10291667,47.38916667,282.6560257,1022.399345,72.04418985,2016,January,15,clouds,226662.3842
